Brand Cockpit - Level 1,Brand Cockpit - Level 2,Platform,Global / Local,MU,Category,Month,Year,Data,Scenario,Value
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Feb,2017,Vol,Plan,"83,286.40"
Other CSD,Evervess,Flavors,Local,Portugal,Beverages,Feb,2017,NR,Actual,"83,357.60"
Other CSD,Evervess,Flavors,Local,Portugal,Beverages,Feb,2017,NR,Fcst,"83,357.60"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Jan,2017,NR,LY,"83,397.00"
Pepsi,Pepsi Black,Colas,Global,Spain,Beverages,Dec,2017,Vol,Actual,"83,403.90"
Other CSD,Slice,Flavors,Local,Switzerland,Beverages,Sep,2017,Vol,Plan,"83,417.50"
Other Juice,Toma Juice,Other,Local,Switzerland,Beverages,Jan,2017,NR,LY,"83,438.70"
Lipton,Lipton,RTD,Global,Italy,Beverages,Dec,2017,Vol,LY,"83,480.20"
Lipton,Lipton,RTD,Global,Italy,Beverages,May,2017,Vol,Fcst,"83,491.50"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,May,2017,NR,Actual,"83,516.70"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,May,2017,NR,Fcst,"83,516.70"
Balance,Balance,Other,Local,Belgium,Snacks,Nov,2017,Vol,Plan,"83,631.30"
Sweet,Confectionary,Other,Local,Spain,Snacks,Sep,2017,NR,LY,"83,633.30"
Star,Popcorn,Capture Family Fun,Local,Poland,Snacks,Feb,2017,NR,Plan,"83,689.80"
Quaker,Cereals,Other,Global,Spain,Snacks,Feb,2017,NR,Actual,"83,693.30"
Quaker,Cereals,Other,Global,Spain,Snacks,Feb,2017,NR,Fcst,"83,693.30"
Lipton,Lipton,RTD,Global,Switzerland,Beverages,Jan,2017,Vol,Plan,"83,713.00"
Mountain Dew,Mountain Dew,Flavors,Global,Italy,Beverages,Jun,2017,NR,Plan,"83,729.10"
Other Juice,Toma Juice,Other,Local,Switzerland,Beverages,Jan,2017,NR,Actual,"83,780.90"
Other Juice,Toma Juice,Other,Local,Switzerland,Beverages,Jan,2017,NR,Fcst,"83,780.90"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Jan,2017,Vol,Plan,"83,782.60"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Oct,2017,NR,Fcst,"83,793.30"
Other Global,Tropicana,Other,Global,Poland,Beverages,Feb,2017,NR,LY,"83,836.20"
Star,Popcorn,Capture Family Fun,Local,Poland,Snacks,Dec,2017,NR,LY,"83,889.30"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Feb,2017,NR,Plan,"83,889.70"
Balance,Balance,Other,Local,Germany,Snacks,Mar,2017,NR,LY,"83,900.90"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Jul,2017,Vol,Actual,"83,911.10"
Pepsi,Pepsi Light,Colas,Global,Poland,Beverages,Nov,2017,Vol,LY,"83,920.40"
Pepsi,Pepsi Light,Colas,Global,Portugal,Beverages,Jun,2017,Vol,Plan,"83,931.10"
Balance,Balance,Other,Local,Spain,Snacks,Dec,2017,NR,Actual,"83,971.40"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,Nov,2017,Vol,LY,"84,001.60"
Star,Popcorn,Capture Family Fun,Local,Poland,Snacks,Jan,2017,NR,LY,"84,018.30"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Aug,2017,NR,LY,"84,028.10"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,Mar,2017,Vol,Actual,"84,055.00"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,Mar,2017,Vol,Fcst,"84,055.00"
Lay's,PC Baked,Build Lays Powerbrand,Global,France,Snacks,Jan,2017,NR,LY,"84,124.10"
Lipton,Lipton,RTD,Global,Italy,Beverages,Sep,2017,Vol,Plan,"84,161.30"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Dec,2017,NR,Fcst,"84,172.30"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Oct,2017,Vol,Actual,"84,181.40"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Sep,2017,NR,LY,"84,199.10"
Lay's,PC Stix,Build Lays Powerbrand,Global,Poland,Snacks,Apr,2017,Vol,Plan,"84,200.50"
Other Energy,RockStar,Energy,Local,France,Beverages,Aug,2017,NR,LY,"84,208.10"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Apr,2017,NR,LY,"84,212.70"
Lay's,PC Baked,Build Lays Powerbrand,Global,France,Snacks,Jul,2017,NR,LY,"84,215.60"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Sep,2017,NR,Plan,"84,228.70"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Sep,2017,Vol,Fcst,"84,266.60"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Sep,2017,Vol,Fcst,"84,283.50"
Clipsy,Popcorn,Capture Family Fun,Local,Germany,Snacks,Dec,2017,Vol,Actual,"84,317.70"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Apr,2017,Vol,Actual,"84,322.10"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Apr,2017,Vol,Fcst,"84,322.10"
Balance,Elite Crunch,Other,Local,Belgium,Snacks,Jun,2017,Vol,LY,"84,333.30"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Jul,2017,Vol,LY,"84,337.10"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Oct,2017,Vol,Actual,"84,351.70"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Italy,Snacks,Oct,2017,NR,Fcst,"84,374.90"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,Fcst,"84,397.50"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,Plan,"84,397.50"
Pepsi,Pepsi Twist,Colas,Global,Spain,Beverages,Mar,2017,NR,LY,"84,439.50"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Oct,2017,NR,Actual,"84,462.40"
Other Water,Aqua Vita,Water,Local,Spain,Beverages,Nov,2017,NR,Actual,"84,531.50"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Dec,2017,Vol,Actual,"84,571.80"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Apr,2017,Vol,Plan,"84,628.40"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Jun,2017,Vol,LY,"84,660.40"
Pepsi,Pepsi Light,Colas,Global,Switzerland,Beverages,Feb,2017,NR,LY,"84,699.40"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Apr,2017,Vol,LY,"84,708.10"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Aug,2017,Vol,Plan,"84,733.50"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Jan,2017,NR,Actual,"84,752.50"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Jan,2017,NR,Fcst,"84,752.50"
7up,7-up,Flavors,Global,Italy,Beverages,Mar,2017,Vol,Plan,"84,768.90"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Mar,2017,NR,LY,"84,773.30"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Jun,2017,NR,Actual,"84,776.90"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Jun,2017,NR,Fcst,"84,776.90"
Clipsy,Popcorn,Capture Family Fun,Local,Germany,Snacks,Nov,2017,Vol,Actual,"84,841.80"
Lay's,PC Stix,Build Lays Powerbrand,Global,Poland,Snacks,Sep,2017,Vol,Actual,"84,850.20"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Sep,2017,Vol,LY,"84,856.80"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Nov,2017,Vol,Actual,"84,864.60"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,May,2017,Vol,LY,"84,865.80"
Lay's,Scoops,Build Lays Powerbrand,Global,Spain,Snacks,Dec,2017,NR,Plan,"84,894.80"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Dec,2017,NR,Plan,"84,896.90"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Mar,2017,Vol,Plan,"84,910.10"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,May,2017,Vol,LY,"84,979.70"
Other Energy,RockStar,Energy,Local,Italy,Beverages,Dec,2017,NR,LY,"84,986.50"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Sep,2017,Vol,Actual,"85,004.20"
Balance,Balance,Other,Local,Spain,Snacks,Feb,2017,NR,LY,"85,011.40"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,May,2017,Vol,LY,"85,016.50"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Aug,2017,Vol,Actual,"85,041.10"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,Actual,"85,052.80"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Sep,2017,Vol,Actual,"85,058.50"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Sep,2017,Vol,Plan,"85,062.70"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Oct,2017,NR,LY,"85,069.60"
Balance,Balance,Other,Local,Germany,Snacks,May,2017,NR,LY,"85,074.40"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Feb,2017,Vol,LY,"85,130.90"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Feb,2017,Vol,Actual,"85,162.60"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,Feb,2017,NR,LY,"85,211.70"
Quaker,Cereals,Other,Global,Spain,Snacks,May,2017,NR,Actual,"85,264.40"
Quaker,Cereals,Other,Global,Spain,Snacks,May,2017,NR,Fcst,"85,264.40"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,May,2017,Vol,Plan,"85,337.80"
Ruffles,Ruffles,Build Lays Powerbrand,Global,France,Snacks,Apr,2017,Vol,Plan,"85,353.20"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Jul,2017,Vol,Actual,"85,354.90"
Mirinda,MirindaFlav,Flavors,Global,Italy,Beverages,Jul,2017,NR,Actual,"85,371.90"
Ruffles,Ruffles,Build Lays Powerbrand,Global,France,Snacks,Mar,2017,Vol,Plan,"85,374.40"
Chipita,Baked Rolls,Other,Local,Poland,Snacks,Feb,2017,Vol,LY,"85,377.30"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jun,2017,NR,Fcst,"85,435.00"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jun,2017,NR,Actual,"85,435.00"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Sep,2017,Vol,Actual,"85,454.20"
7up,7-up,Flavors,Global,Italy,Beverages,Jan,2017,NR,LY,"85,485.60"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jun,2017,NR,Plan,"85,493.20"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Apr,2017,Vol,Actual,"85,525.80"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Apr,2017,Vol,Fcst,"85,528.10"
Mountain Dew,Mountain Dew,Flavors,Global,Italy,Beverages,Aug,2017,NR,Plan,"85,567.80"
Other CSD,Evervess,Flavors,Local,France,Beverages,Feb,2017,NR,LY,"85,612.80"
Lipton,Lipton,RTD,Global,Italy,Beverages,Jun,2017,NR,LY,"85,659.00"
Lipton,Lipton,RTD,Global,Switzerland,Beverages,Jan,2017,Vol,Actual,"85,704.50"
Other CSD,Slice,Flavors,Local,Switzerland,Beverages,Mar,2017,Vol,Actual,"85,738.00"
Other CSD,Slice,Flavors,Local,Switzerland,Beverages,Mar,2017,Vol,Fcst,"85,738.00"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Mar,2017,Vol,Plan,"85,753.60"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Mar,2017,Vol,Actual,"85,864.30"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Mar,2017,Vol,Fcst,"85,864.30"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Oct,2017,Vol,LY,"85,895.60"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Apr,2017,NR,Fcst,"85,898.70"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Apr,2017,NR,Actual,"85,898.70"
Lay's,PC Stix,Build Lays Powerbrand,Global,Poland,Snacks,Mar,2017,Vol,Actual,"85,903.50"
Lay's,PC Stix,Build Lays Powerbrand,Global,Poland,Snacks,Mar,2017,Vol,Fcst,"85,903.50"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Aug,2017,Vol,Plan,"85,941.20"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,Aug,2017,NR,Fcst,"85,963.20"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,Aug,2017,NR,Actual,"85,963.20"
Lipton,Lipton,RTD,Global,France,Beverages,Jan,2017,Vol,LY,"85,966.90"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Feb,2017,Vol,LY,"85,985.30"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Sep,2017,Vol,Fcst,"85,997.20"
Mirinda,MirindaFlav,Flavors,Global,Italy,Beverages,Jul,2017,NR,Fcst,"86,006.80"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Apr,2017,Vol,Plan,"86,025.90"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jul,2017,NR,LY,"86,040.20"
Lipton,Lipton,RTD,Global,Spain,Beverages,Jan,2017,NR,LY,"86,094.00"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Oct,2017,NR,LY,"86,100.20"
Pepsi,Pepsi Light,Colas,Global,Switzerland,Beverages,Jan,2017,NR,Plan,"86,112.90"
Lay's,PC Baked,Build Lays Powerbrand,Global,Poland,Snacks,Jan,2017,Vol,Plan,"86,134.60"
Pepsi,Pepsi Light,Colas,Global,Poland,Beverages,Oct,2017,Vol,Plan,"86,294.10"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,May,2017,NR,Actual,"86,298.40"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,May,2017,NR,Fcst,"86,298.40"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Jun,2017,NR,Actual,"86,316.00"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Jun,2017,NR,Fcst,"86,316.00"
Lay's,PC Max,Build Lays Powerbrand,Global,Switzerland,Snacks,May,2017,NR,Plan,"86,332.60"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Feb,2017,Vol,Actual,"86,340.70"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Feb,2017,Vol,Fcst,"86,340.70"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Mar,2017,NR,LY,"86,386.60"
Other Energy,RockStar,Energy,Local,France,Beverages,Feb,2017,NR,Plan,"86,388.90"
Balance,Balance,Other,Local,Spain,Snacks,Jan,2017,NR,Actual,"86,399.00"
Balance,Balance,Other,Local,Spain,Snacks,Jan,2017,NR,Fcst,"86,399.00"
Other CSD,Schweppes,Flavors,Local,Poland,Beverages,Sep,2017,NR,LY,"86,518.90"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Nov,2017,NR,Actual,"86,559.20"
Lipton,Lipton [green],RTD,Global,Spain,Beverages,May,2017,Vol,LY,"86,619.10"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jun,2017,NR,LY,"86,625.40"
7up,7-up,Flavors,Global,Spain,Beverages,Nov,2017,NR,LY,"86,716.40"
Lay's,PC Baked,Build Lays Powerbrand,Global,Poland,Snacks,Feb,2017,Vol,LY,"86,767.30"
Tasty,N&S,Capture Family Fun,Local,Belgium,Snacks,Dec,2017,Vol,LY,"86,781.60"
Lay's,PC Core,Build Lays Powerbrand,Global,Spain,Snacks,Oct,2017,Vol,LY,"86,787.00"
Pepsi,Pepsi Light,Colas,Global,Switzerland,Beverages,Jun,2017,NR,Plan,"86,846.90"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,May,2017,NR,LY,"86,855.20"
Other Global,Tropicana,Other,Global,Poland,Beverages,Jan,2017,NR,LY,"86,860.40"
Other Water,Roua,Water,Local,France,Beverages,Aug,2017,NR,LY,"86,865.60"
Star,N&S,Capture Family Fun,Local,France,Snacks,Jul,2017,NR,Plan,"86,875.30"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Nov,2017,NR,Plan,"86,876.30"
Other CSD,IVI Local flavors,Flavors,Local,Portugal,Beverages,May,2017,NR,LY,"86,887.30"
Ruffles,Ruffles,Build Lays Powerbrand,Global,France,Snacks,Jun,2017,Vol,Plan,"86,892.90"
Pepsi,Pepsi Max,Colas,Global,Switzerland,Beverages,Jul,2017,NR,LY,"86,894.70"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jul,2017,NR,LY,"86,925.30"
Pepsi,Pepsi Light,Colas,Global,Switzerland,Beverages,Sep,2017,NR,Fcst,"86,940.50"
Lay's,PC Baked,Build Lays Powerbrand,Global,France,Snacks,Mar,2017,NR,LY,"86,981.50"
Lay's,PC Core,Build Lays Powerbrand,Global,Spain,Snacks,Jan,2017,Vol,Plan,"87,096.70"
Lay's,PC Core,Build Lays Powerbrand,Global,Switzerland,Snacks,Jan,2017,Vol,Actual,"87,113.50"
Lay's,PC Core,Build Lays Powerbrand,Global,Switzerland,Snacks,Jan,2017,Vol,Fcst,"87,113.50"
7up,7-up,Flavors,Global,Switzerland,Beverages,Nov,2017,Vol,LY,"87,119.90"
Tasty,N&S,Capture Family Fun,Local,Belgium,Snacks,Jul,2017,Vol,LY,"87,125.70"
Star,Popcorn,Capture Family Fun,Local,Poland,Snacks,Jan,2017,NR,Plan,"87,143.90"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,Jan,2017,Vol,Plan,"87,153.10"
Lipton,Lipton,RTD,Global,Italy,Beverages,Sep,2017,NR,LY,"87,245.50"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,Jul,2017,NR,Actual,"87,265.90"
Mountain Dew,Mountain Dew,Flavors,Global,Switzerland,Beverages,Jul,2017,NR,Fcst,"87,265.90"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Mar,2017,Vol,Plan,"87,315.00"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Sep,2017,NR,Fcst,"87,385.80"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Nov,2017,Vol,Plan,"87,388.70"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Aug,2017,NR,Plan,"87,415.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,France,Snacks,Nov,2017,NR,Fcst,"87,415.80"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Sep,2017,NR,Plan,"87,424.00"
Lipton,Lipton,RTD,Global,Italy,Beverages,May,2017,NR,Plan,"87,530.90"
Balance,Balance,Other,Local,Germany,Snacks,Nov,2017,NR,LY,"87,559.10"
Lipton,Lipton,RTD,Global,Portugal,Beverages,May,2017,Vol,Fcst,"87,679.60"
7up,7-up,Flavors,Global,Switzerland,Beverages,Apr,2017,Vol,LY,"87,684.80"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Spain,Snacks,Dec,2017,NR,Fcst,"87,689.80"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Dec,2017,NR,Actual,"87,740.40"
Tasty,N&S,Capture Family Fun,Local,Belgium,Snacks,Sep,2017,Vol,Plan,"87,768.80"
Quaker,Cereals,Other,Global,Spain,Snacks,Mar,2017,NR,Actual,"87,788.30"
Quaker,Cereals,Other,Global,Spain,Snacks,Mar,2017,NR,Fcst,"87,788.30"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Oct,2017,NR,Actual,"87,800.20"
7up,7-up,Flavors,Global,Spain,Beverages,May,2017,Vol,Actual,"87,826.40"
7up,7-up,Flavors,Global,Spain,Beverages,May,2017,Vol,Fcst,"87,826.40"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Nov,2017,Vol,Actual,"87,830.00"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,May,2017,NR,Plan,"87,835.90"
Other Global,Tropicana,Other,Global,Poland,Beverages,Sep,2017,NR,LY,"87,844.50"
Chipita,Baked Rolls,Other,Local,Poland,Snacks,Feb,2017,Vol,Plan,"87,857.20"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,May,2017,Vol,Plan,"87,897.30"
7up,7-up,Flavors,Global,France,Beverages,Jan,2017,Vol,Plan,"87,898.20"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Jan,2017,Vol,Actual,"87,923.60"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Jan,2017,Vol,Fcst,"87,923.60"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,May,2017,Vol,Plan,"87,949.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,May,2017,Vol,Actual,"87,953.40"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Oct,2017,Vol,Fcst,"87,962.60"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Feb,2017,Vol,Actual,"87,994.70"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Feb,2017,Vol,Fcst,"87,994.70"
7up,7-up,Flavors,Global,Italy,Beverages,Feb,2017,NR,Fcst,"87,996.70"
7up,7-up,Flavors,Global,Italy,Beverages,Feb,2017,NR,Actual,"87,996.70"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Sep,2017,Vol,Plan,"88,012.70"
Lay's,PC Core,Build Lays Powerbrand,Global,Spain,Snacks,Nov,2017,Vol,LY,"88,033.80"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Sep,2017,Vol,Plan,"88,084.50"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Sep,2017,NR,Plan,"88,130.90"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jul,2017,NR,Actual,"88,150.60"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,Jul,2017,NR,Fcst,"88,150.60"
Pepsi,Pepsi Light,Colas,Global,Switzerland,Beverages,Jul,2017,NR,Plan,"88,164.70"
Star,Popcorn,Capture Family Fun,Local,Poland,Snacks,Nov,2017,NR,LY,"88,182.40"
Star,N&S,Capture Family Fun,Local,France,Snacks,Feb,2017,NR,Plan,"88,196.70"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Oct,2017,Vol,Plan,"88,226.30"
Pepsi,Pepsi Twist,Colas,Global,Switzerland,Beverages,Dec,2017,Vol,Plan,"88,229.10"
Pepsi,Pepsi Max,Colas,Global,France,Beverages,Dec,2017,NR,LY,"88,256.10"
Pepsi,Pepsi Twist,Colas,Global,Italy,Beverages,Dec,2017,NR,LY,"88,314.90"
Lipton,Lipton,RTD,Global,Italy,Beverages,Jul,2017,NR,LY,"88,334.70"
Lipton,Lipton,RTD,Global,Spain,Beverages,Dec,2017,NR,Actual,"88,355.20"
Lay's,PC Strong,Build Lays Powerbrand,Global,Netherlands,Snacks,Feb,2017,NR,LY,"88,387.50"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Feb,2017,Vol,LY,"88,388.90"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Dec,2017,NR,Plan,"88,416.00"
Other Juice,IVI Juices,Other,Local,Spain,Beverages,Dec,2017,Vol,Plan,"88,475.60"
7up,7-up,Flavors,Global,Spain,Beverages,Jun,2017,Vol,Plan,"88,532.80"
Pepsi,Pepsi Max,Colas,Global,Switzerland,Beverages,Feb,2017,NR,Fcst,"88,556.30"
Pepsi,Pepsi Max,Colas,Global,Switzerland,Beverages,Feb,2017,NR,Actual,"88,556.30"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Jul,2017,NR,LY,"88,624.00"
Lay's,PC Core,Build Lays Powerbrand,Global,Switzerland,Snacks,Feb,2017,Vol,LY,"88,636.80"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Jan,2017,NR,Actual,"88,663.90"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Jan,2017,NR,Fcst,"88,663.90"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Mar,2017,NR,Plan,"88,664.00"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Aug,2017,NR,Plan,"88,689.40"
Other Energy,RockStar,Energy,Local,France,Beverages,Nov,2017,NR,LY,"88,706.80"
Tasty,3D (Bugles),Capture Family Fun,Local,Spain,Snacks,May,2017,NR,LY,"88,763.60"
Lay's,PC Strong,Build Lays Powerbrand,Global,Netherlands,Snacks,Dec,2017,NR,Actual,"88,807.30"
Ruffles,Ruffles,Build Lays Powerbrand,Global,France,Snacks,Feb,2017,Vol,LY,"88,813.20"
Doritos,Bits,Deepen Youth Footprint,Global,Netherlands,Snacks,Dec,2017,NR,Fcst,"88,833.30"
Pepsi,Pepsi Light,Colas,Global,Italy,Beverages,Dec,2017,NR,Actual,"88,850.10"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Jun,2017,Vol,Actual,"88,854.40"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Jun,2017,Vol,Fcst,"88,854.40"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Jul,2017,Vol,Actual,"88,857.90"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Jul,2017,Vol,Fcst,"88,857.90"
Other CSD,Slice,Flavors,Local,Switzerland,Beverages,Sep,2017,Vol,LY,"88,862.40"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Nov,2017,Vol,Plan,"88,933.40"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Dec,2017,NR,Actual,"88,966.70"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Switzerland,Snacks,Oct,2017,Vol,Actual,"88,992.40"
7up,7-up,Flavors,Global,Spain,Beverages,Aug,2017,Vol,Plan,"89,016.90"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Dec,2017,Vol,Actual,"89,031.80"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Oct,2017,NR,Actual,"89,033.20"
7up,7-up,Flavors,Global,Switzerland,Beverages,Mar,2017,Vol,Actual,"89,036.00"
7up,7-up,Flavors,Global,Switzerland,Beverages,Mar,2017,Vol,Fcst,"89,036.00"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,May,2017,Vol,Actual,"89,078.90"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,May,2017,Vol,Fcst,"89,078.90"
Balance,Balance,Other,Local,Spain,Snacks,Sep,2017,NR,Plan,"89,090.30"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Jun,2017,Vol,Plan,"89,114.90"
Pepsi,Pepsi Black,Colas,Global,Spain,Beverages,Sep,2017,Vol,Fcst,"89,146.10"
Pepsi,Pepsi Light,Colas,Global,Switzerland,Beverages,Feb,2017,NR,Plan,"89,147.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Dec,2017,Vol,LY,"89,200.70"
