A_o,Estado,Tipo_de_abuso,Subtipo_de_Abuso,Mes,Valor
2021,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2021,Chiapas,Abuso sexual,Abuso sexual,Enero,17
2021,Chiapas,Acoso sexual,Acoso sexual,Enero,7
2021,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2021,Chiapas,Violacion simple,Violacion simple,Enero,33
2021,Chiapas,Violacion equiparada,Violacion equiparada,Enero,0
2021,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,60
2021,Chihuahua,Abuso sexual,Abuso sexual,Enero,103
2021,Chihuahua,Acoso sexual,Acoso sexual,Enero,0
2021,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Enero,9
2021,Chihuahua,Violacion simple,Violacion simple,Enero,59
2021,Chihuahua,Violacion equiparada,Violacion equiparada,Enero,16
2021,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,29
2021,Ciudad de Mexico,Abuso sexual,Abuso sexual,Enero,206
2021,Ciudad de Mexico,Acoso sexual,Acoso sexual,Enero,86
2021,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Ciudad de Mexico,Violacion simple,Violacion simple,Enero,91
2021,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Enero,32
2021,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,106
2021,Durango,Abuso sexual,Abuso sexual,Enero,37
2021,Durango,Acoso sexual,Acoso sexual,Enero,11
2021,Durango,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2021,Durango,Violacion simple,Violacion simple,Enero,23
2021,Durango,Violacion equiparada,Violacion equiparada,Enero,0
2021,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,23
2021,Guanajuato,Abuso sexual,Abuso sexual,Enero,76
2021,Guanajuato,Acoso sexual,Acoso sexual,Enero,15
2021,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2021,Guanajuato,Violacion simple,Violacion simple,Enero,50
2021,Guanajuato,Violacion equiparada,Violacion equiparada,Enero,6
2021,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2021,Guerrero,Abuso sexual,Abuso sexual,Enero,21
2021,Guerrero,Acoso sexual,Acoso sexual,Enero,5
2021,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2021,Guerrero,Violacion simple,Violacion simple,Enero,12
2021,Guerrero,Violacion equiparada,Violacion equiparada,Enero,11
2021,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2021,Hidalgo,Abuso sexual,Abuso sexual,Enero,41
2021,Hidalgo,Acoso sexual,Acoso sexual,Enero,0
2021,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2021,Hidalgo,Violacion simple,Violacion simple,Enero,15
2021,Hidalgo,Violacion equiparada,Violacion equiparada,Enero,21
2021,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2021,Jalisco,Abuso sexual,Abuso sexual,Enero,163
2021,Jalisco,Acoso sexual,Acoso sexual,Enero,12
2021,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Jalisco,Violacion simple,Violacion simple,Enero,29
2021,Jalisco,Violacion equiparada,Violacion equiparada,Enero,0
2021,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,33
2021,Mexico,Abuso sexual,Abuso sexual,Enero,258
2021,Mexico,Acoso sexual,Acoso sexual,Enero,88
2021,Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,5
2021,Mexico,Violacion simple,Violacion simple,Enero,89
2021,Mexico,Violacion equiparada,Violacion equiparada,Enero,57
2021,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2021,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Enero,44
2021,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Enero,9
2021,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2021,Michoacan de Ocampo,Violacion simple,Violacion simple,Enero,34
2021,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Enero,4
2021,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,18
2021,Morelos,Abuso sexual,Abuso sexual,Enero,41
2021,Morelos,Acoso sexual,Acoso sexual,Enero,0
2021,Morelos,Hostigamiento sexual,Hostigamiento sexual,Enero,7
2021,Morelos,Violacion simple,Violacion simple,Enero,35
2021,Morelos,Violacion equiparada,Violacion equiparada,Enero,0
2021,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2021,Nayarit,Abuso sexual,Abuso sexual,Enero,0
2021,Nayarit,Acoso sexual,Acoso sexual,Enero,2
2021,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Nayarit,Violacion simple,Violacion simple,Enero,17
2021,Nayarit,Violacion equiparada,Violacion equiparada,Enero,1
2021,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,11
2021,Nuevo Leon,Abuso sexual,Abuso sexual,Enero,97
2021,Nuevo Leon,Acoso sexual,Acoso sexual,Enero,31
2021,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Enero,6
2021,Nuevo Leon,Violacion simple,Violacion simple,Enero,39
2021,Nuevo Leon,Violacion equiparada,Violacion equiparada,Enero,29
2021,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,62
2021,Oaxaca,Abuso sexual,Abuso sexual,Enero,41
2021,Oaxaca,Acoso sexual,Acoso sexual,Enero,11
2021,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Enero,8
2021,Oaxaca,Violacion simple,Violacion simple,Enero,27
2021,Oaxaca,Violacion equiparada,Violacion equiparada,Enero,22
2021,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2021,Puebla,Abuso sexual,Abuso sexual,Enero,51
2021,Puebla,Acoso sexual,Acoso sexual,Enero,19
2021,Puebla,Hostigamiento sexual,Hostigamiento sexual,Enero,6
2021,Puebla,Violacion simple,Violacion simple,Enero,25
2021,Puebla,Violacion equiparada,Violacion equiparada,Enero,15
2021,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,68
2021,Queretaro,Abuso sexual,Abuso sexual,Enero,42
2021,Queretaro,Acoso sexual,Acoso sexual,Enero,39
2021,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Queretaro,Violacion simple,Violacion simple,Enero,32
2021,Queretaro,Violacion equiparada,Violacion equiparada,Enero,16
2021,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2021,Quintana Roo,Abuso sexual,Abuso sexual,Enero,70
2021,Quintana Roo,Acoso sexual,Acoso sexual,Enero,21
2021,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2021,Quintana Roo,Violacion simple,Violacion simple,Enero,59
2021,Quintana Roo,Violacion equiparada,Violacion equiparada,Enero,0
2021,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,34
2021,San Luis Potosi,Abuso sexual,Abuso sexual,Enero,40
2021,San Luis Potosi,Acoso sexual,Acoso sexual,Enero,10
2021,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Enero,6
2021,San Luis Potosi,Violacion simple,Violacion simple,Enero,45
2021,San Luis Potosi,Violacion equiparada,Violacion equiparada,Enero,0
2021,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,41
2021,Sinaloa,Abuso sexual,Abuso sexual,Enero,34
2021,Sinaloa,Acoso sexual,Acoso sexual,Enero,2
2021,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Sinaloa,Violacion simple,Violacion simple,Enero,16
2021,Sinaloa,Violacion equiparada,Violacion equiparada,Enero,10
2021,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2021,Sonora,Abuso sexual,Abuso sexual,Enero,45
2021,Sonora,Acoso sexual,Acoso sexual,Enero,6
2021,Sonora,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2021,Sonora,Violacion simple,Violacion simple,Enero,22
2021,Sonora,Violacion equiparada,Violacion equiparada,Enero,5
2021,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,8
2021,Tabasco,Abuso sexual,Abuso sexual,Enero,11
2021,Tabasco,Acoso sexual,Acoso sexual,Enero,0
2021,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Enero,14
2021,Tabasco,Violacion simple,Violacion simple,Enero,19
2021,Tabasco,Violacion equiparada,Violacion equiparada,Enero,0
2021,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,31
2021,Tamaulipas,Abuso sexual,Abuso sexual,Enero,36
2021,Tamaulipas,Acoso sexual,Acoso sexual,Enero,6
2021,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Tamaulipas,Violacion simple,Violacion simple,Enero,34
2021,Tamaulipas,Violacion equiparada,Violacion equiparada,Enero,0
2021,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2021,Tlaxcala,Abuso sexual,Abuso sexual,Enero,0
2021,Tlaxcala,Acoso sexual,Acoso sexual,Enero,0
2021,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Tlaxcala,Violacion simple,Violacion simple,Enero,2
2021,Tlaxcala,Violacion equiparada,Violacion equiparada,Enero,0
2021,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2021,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Enero,53
2021,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Enero,0
2021,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Enero,25
2021,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Enero,21
2021,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Enero,1
2021,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,105
2021,Yucatan,Abuso sexual,Abuso sexual,Enero,2
2021,Yucatan,Acoso sexual,Acoso sexual,Enero,0
2021,Yucatan,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Yucatan,Violacion simple,Violacion simple,Enero,3
2021,Yucatan,Violacion equiparada,Violacion equiparada,Enero,0
2021,Yucatan,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2021,Zacatecas,Abuso sexual,Abuso sexual,Enero,15
2021,Zacatecas,Acoso sexual,Acoso sexual,Enero,8
2021,Zacatecas,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2021,Zacatecas,Violacion simple,Violacion simple,Enero,6
2021,Zacatecas,Violacion equiparada,Violacion equiparada,Enero,11
2021,Zacatecas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,9
2022,Aguascalientes,Abuso sexual,Abuso sexual,Enero,0
2022,Aguascalientes,Acoso sexual,Acoso sexual,Enero,0
2022,Aguascalientes,Hostigamiento sexual,Hostigamiento sexual,Enero,6
2022,Aguascalientes,Violacion simple,Violacion simple,Enero,20
2022,Aguascalientes,Violacion equiparada,Violacion equiparada,Enero,6
2022,Aguascalientes,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,31
2022,Baja California,Abuso sexual,Abuso sexual,Enero,86
2022,Baja California,Acoso sexual,Acoso sexual,Enero,0
2022,Baja California,Hostigamiento sexual,Hostigamiento sexual,Enero,17
2022,Baja California,Violacion simple,Violacion simple,Enero,34
2022,Baja California,Violacion equiparada,Violacion equiparada,Enero,23
2022,Baja California,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,24
2022,Baja California Sur,Abuso sexual,Abuso sexual,Enero,26
2022,Baja California Sur,Acoso sexual,Acoso sexual,Enero,5
2022,Baja California Sur,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Baja California Sur,Violacion simple,Violacion simple,Enero,8
2022,Baja California Sur,Violacion equiparada,Violacion equiparada,Enero,3
2022,Baja California Sur,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,8
2022,Campeche,Abuso sexual,Abuso sexual,Enero,33
2022,Campeche,Acoso sexual,Acoso sexual,Enero,5
2022,Campeche,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Campeche,Violacion simple,Violacion simple,Enero,11
2022,Campeche,Violacion equiparada,Violacion equiparada,Enero,16
2022,Campeche,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2022,Coahuila de Zaragoza,Abuso sexual,Abuso sexual,Enero,44
2022,Coahuila de Zaragoza,Acoso sexual,Acoso sexual,Enero,21
2022,Coahuila de Zaragoza,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Coahuila de Zaragoza,Violacion simple,Violacion simple,Enero,14
2022,Coahuila de Zaragoza,Violacion equiparada,Violacion equiparada,Enero,13
2022,Coahuila de Zaragoza,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2022,Colima,Abuso sexual,Abuso sexual,Enero,14
2022,Colima,Acoso sexual,Acoso sexual,Enero,0
2022,Colima,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2022,Colima,Violacion simple,Violacion simple,Enero,7
2022,Colima,Violacion equiparada,Violacion equiparada,Enero,0
2022,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2022,Chiapas,Abuso sexual,Abuso sexual,Enero,20
2022,Chiapas,Acoso sexual,Acoso sexual,Enero,4
2022,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2022,Chiapas,Violacion simple,Violacion simple,Enero,38
2022,Chiapas,Violacion equiparada,Violacion equiparada,Enero,1
2022,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,50
2022,Chihuahua,Abuso sexual,Abuso sexual,Enero,88
2022,Chihuahua,Acoso sexual,Acoso sexual,Enero,0
2022,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Enero,12
2022,Chihuahua,Violacion simple,Violacion simple,Enero,72
2022,Chihuahua,Violacion equiparada,Violacion equiparada,Enero,16
2022,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,52
2022,Ciudad de Mexico,Abuso sexual,Abuso sexual,Enero,247
2022,Ciudad de Mexico,Acoso sexual,Acoso sexual,Enero,85
2022,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Ciudad de Mexico,Violacion simple,Violacion simple,Enero,53
2022,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Enero,95
2022,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,132
2022,Durango,Abuso sexual,Abuso sexual,Enero,29
2022,Durango,Acoso sexual,Acoso sexual,Enero,6
2022,Durango,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2022,Durango,Violacion simple,Violacion simple,Enero,20
2022,Durango,Violacion equiparada,Violacion equiparada,Enero,0
2022,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,21
2022,Guanajuato,Abuso sexual,Abuso sexual,Enero,84
2022,Guanajuato,Acoso sexual,Acoso sexual,Enero,16
2022,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Enero,6
2022,Guanajuato,Violacion simple,Violacion simple,Enero,59
2022,Guanajuato,Violacion equiparada,Violacion equiparada,Enero,12
2022,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2022,Guerrero,Abuso sexual,Abuso sexual,Enero,26
2022,Guerrero,Acoso sexual,Acoso sexual,Enero,9
2022,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Guerrero,Violacion simple,Violacion simple,Enero,18
2022,Guerrero,Violacion equiparada,Violacion equiparada,Enero,12
2022,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2022,Hidalgo,Abuso sexual,Abuso sexual,Enero,38
2022,Hidalgo,Acoso sexual,Acoso sexual,Enero,1
2022,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Hidalgo,Violacion simple,Violacion simple,Enero,16
2022,Hidalgo,Violacion equiparada,Violacion equiparada,Enero,33
2022,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,22
2022,Jalisco,Abuso sexual,Abuso sexual,Enero,160
2022,Jalisco,Acoso sexual,Acoso sexual,Enero,11
2022,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Enero,9
2022,Jalisco,Violacion simple,Violacion simple,Enero,26
2022,Jalisco,Violacion equiparada,Violacion equiparada,Enero,0
2022,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,178
2022,Mexico,Abuso sexual,Abuso sexual,Enero,276
2022,Mexico,Acoso sexual,Acoso sexual,Enero,125
2022,Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,7
2022,Mexico,Violacion simple,Violacion simple,Enero,112
2022,Mexico,Violacion equiparada,Violacion equiparada,Enero,115
2022,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2022,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Enero,53
2022,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Enero,13
2022,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Michoacan de Ocampo,Violacion simple,Violacion simple,Enero,28
2022,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Enero,10
2022,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,34
2022,Morelos,Abuso sexual,Abuso sexual,Enero,37
2022,Morelos,Acoso sexual,Acoso sexual,Enero,0
2022,Morelos,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2022,Morelos,Violacion simple,Violacion simple,Enero,42
2022,Morelos,Violacion equiparada,Violacion equiparada,Enero,0
2022,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2022,Nayarit,Abuso sexual,Abuso sexual,Enero,0
2022,Nayarit,Acoso sexual,Acoso sexual,Enero,1
2022,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Nayarit,Violacion simple,Violacion simple,Enero,11
2022,Nayarit,Violacion equiparada,Violacion equiparada,Enero,1
2022,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,10
2022,Nuevo Leon,Abuso sexual,Abuso sexual,Enero,84
2022,Nuevo Leon,Acoso sexual,Acoso sexual,Enero,33
2022,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2022,Nuevo Leon,Violacion simple,Violacion simple,Enero,41
2022,Nuevo Leon,Violacion equiparada,Violacion equiparada,Enero,36
2022,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,53
2022,Oaxaca,Abuso sexual,Abuso sexual,Enero,40
2022,Oaxaca,Acoso sexual,Acoso sexual,Enero,13
2022,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2022,Oaxaca,Violacion simple,Violacion simple,Enero,28
2022,Oaxaca,Violacion equiparada,Violacion equiparada,Enero,24
2022,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2022,Puebla,Abuso sexual,Abuso sexual,Enero,50
2022,Puebla,Acoso sexual,Acoso sexual,Enero,11
2022,Puebla,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2022,Puebla,Violacion simple,Violacion simple,Enero,23
2022,Puebla,Violacion equiparada,Violacion equiparada,Enero,31
2022,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,87
2022,Queretaro,Abuso sexual,Abuso sexual,Enero,61
2022,Queretaro,Acoso sexual,Acoso sexual,Enero,44
2022,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2022,Queretaro,Violacion simple,Violacion simple,Enero,24
2022,Queretaro,Violacion equiparada,Violacion equiparada,Enero,23
2022,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2022,Quintana Roo,Abuso sexual,Abuso sexual,Enero,58
2022,Quintana Roo,Acoso sexual,Acoso sexual,Enero,17
2022,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Quintana Roo,Violacion simple,Violacion simple,Enero,76
2022,Quintana Roo,Violacion equiparada,Violacion equiparada,Enero,0
2022,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,34
2022,San Luis Potosi,Abuso sexual,Abuso sexual,Enero,38
2022,San Luis Potosi,Acoso sexual,Acoso sexual,Enero,20
2022,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,San Luis Potosi,Violacion simple,Violacion simple,Enero,40
2022,San Luis Potosi,Violacion equiparada,Violacion equiparada,Enero,0
2022,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2022,Sinaloa,Abuso sexual,Abuso sexual,Enero,24
2022,Sinaloa,Acoso sexual,Acoso sexual,Enero,8
2022,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Sinaloa,Violacion simple,Violacion simple,Enero,15
2022,Sinaloa,Violacion equiparada,Violacion equiparada,Enero,3
2022,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,9
2022,Sonora,Abuso sexual,Abuso sexual,Enero,42
2022,Sonora,Acoso sexual,Acoso sexual,Enero,5
2022,Sonora,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Sonora,Violacion simple,Violacion simple,Enero,23
2022,Sonora,Violacion equiparada,Violacion equiparada,Enero,4
2022,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2022,Tabasco,Abuso sexual,Abuso sexual,Enero,28
2022,Tabasco,Acoso sexual,Acoso sexual,Enero,0
2022,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Enero,15
2022,Tabasco,Violacion simple,Violacion simple,Enero,16
2022,Tabasco,Violacion equiparada,Violacion equiparada,Enero,0
2022,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,48
2022,Tamaulipas,Abuso sexual,Abuso sexual,Enero,40
2022,Tamaulipas,Acoso sexual,Acoso sexual,Enero,4
2022,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2022,Tamaulipas,Violacion simple,Violacion simple,Enero,31
2022,Tamaulipas,Violacion equiparada,Violacion equiparada,Enero,1
2022,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2022,Tlaxcala,Abuso sexual,Abuso sexual,Enero,2
2022,Tlaxcala,Acoso sexual,Acoso sexual,Enero,1
2022,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Tlaxcala,Violacion simple,Violacion simple,Enero,1
2022,Tlaxcala,Violacion equiparada,Violacion equiparada,Enero,0
2022,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2022,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Enero,63
2022,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Enero,0
2022,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Enero,30
2022,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Enero,29
2022,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Enero,1
2022,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,105
2022,Yucatan,Abuso sexual,Abuso sexual,Enero,6
2022,Yucatan,Acoso sexual,Acoso sexual,Enero,0
2022,Yucatan,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Yucatan,Violacion simple,Violacion simple,Enero,1
2022,Yucatan,Violacion equiparada,Violacion equiparada,Enero,0
2022,Yucatan,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2022,Zacatecas,Abuso sexual,Abuso sexual,Enero,18
2022,Zacatecas,Acoso sexual,Acoso sexual,Enero,7
2022,Zacatecas,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2022,Zacatecas,Violacion simple,Violacion simple,Enero,6
2022,Zacatecas,Violacion equiparada,Violacion equiparada,Enero,5
2022,Zacatecas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2023,Aguascalientes,Abuso sexual,Abuso sexual,Enero,0
2023,Aguascalientes,Acoso sexual,Acoso sexual,Enero,0
2023,Aguascalientes,Hostigamiento sexual,Hostigamiento sexual,Enero,8
2023,Aguascalientes,Violacion simple,Violacion simple,Enero,17
2023,Aguascalientes,Violacion equiparada,Violacion equiparada,Enero,8
